,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf,,
16009,White,2,40,3.7,SC,2.07,0.852380952,1,,
16010,White,1,34.5,3.5,SE,0.03,0.764583333,1,,
16011,White,1,36,3,SC,0.37,0.735714286,1,,
16012,White,1,28,3.7,SC,-0.44,0.702380952,1,,
16015,White,1,38,3.1,SC,0.51,0.770238095,1,,
16016,White,1,27.3,3.1,SC,-0.28,0.636488095,1,,
16017,White,2,33,3.1,NE,-0.77,0.707738095,1,,
16019,White,2,31,2.8,NG,0.97,0.654166667,1,,
16020,White,2,34,3,SC,-0.15,0.710714286,1,,
16021,White,2,29.3,3.2,SC,-0.33,0.671011905,1,,
16022,White,2,33,3,SC,0.61,0.698214286,1,,
16023,White,2,31,3.2,MS,0.31,0.692261905,1,,
16024,White,2,37,3.8,SC,1.85,0.824404762,1,,
16025,White,2,35.5,3,SC,-0.48,0.729464286,1,,
16028,White,2,32,3.2,SC,-0.65,0.704761905,0,,
16029,White,2,34,2.9,SC,-0.97,0.701190476,1,,
16030,Black,1,33,3.1,SC,-0.4,0.707738095,1,,
16031,White,1,33,3.5,SC,0.54,0.745833333,1,,
16032,White,2,32,2.7,SC,-0.88,0.657142857,0,,
16033,White,1,41,3.7,SC,2.32,0.864880952,1,,
16034,White,2,32.5,3,NE,0.51,0.691964286,1,,
16036,White,2,34,3.2,SC,1.12,0.729761905,1,,
16037,White,1,30,3.4,SC,-0.59,0.698809524,1,,
16038,White,2,42,3.4,SC,-0.12,0.848809524,1,,
16039,Hispanic,1,29,4,SC,0.36,0.743452381,0,,
16040,White,1,26,3.2,SC,-1.23,0.629761905,0,,
16041,White,2,39,2.7,SC,1.63,0.744642857,1,,
16042,White,2,36,3.9,SC,0.72,0.821428571,1,,
16043,White,2,30.5,3,SC,0.94,0.666964286,1,,
16044,White,1,31,2.9,SC,-0.97,0.663690476,1,,
16045,White,1,40,3.4,SC,0.94,0.823809524,1,,
16046,White,2,35,3.8,SC,0.65,0.799404762,1,,
16047,White,2,27.7,3,SE,-0.04,0.631964286,1,,
16048,White,1,30.5,3.3,SC,0.49,0.695535714,1,,
16051,Black,1,31,3.6,SC,0.76,0.730357143,1,,
16052,Black,1,26,3.1,SC,-1.13,0.620238095,0,,
16053,White,2,31.5,3,SE,-1.46,0.679464286,0,,
16054,White,2,45,3.1,SC,1.33,0.857738095,1,,
16056,White,1,34,2.9,SC,-0.26,0.701190476,1,,
16057,White,2,43,2.5,SC,0.05,0.775595238,1,,
16058,White,2,36,2.9,MS,0.32,0.726190476,1,,
16059,White,2,33,3,SC,0.4,0.698214286,1,,
16060,White,2,34,3,SE,-0.33,0.710714286,1,,
16061,White,2,34,3.1,SE,-0.18,0.720238095,1,,
16064,White,1,33,3.3,SC,0.72,0.726785714,1,,
16065,White,1,28.5,3.1,SC,-0.33,0.651488095,1,,
16066,White,1,37,2.9,SC,1.01,0.738690476,1,,
16068,White,1,31,2.8,SC,1.71,0.654166667,1,,
16069,White,1,39,3.4,SC,0.32,0.811309524,0,,
16070,White,1,32,2.7,SC,-0.69,0.657142857,1,,
16071,White,2,33.5,2.8,SE,1.02,0.685416667,1,,
16072,White,2,32,2.3,SC,0.22,0.619047619,1,,
16073,White,1,36,3.3,GL,0.61,0.764285714,1,,
16074,White,1,30.5,2.9,SE,-0.37,0.657440476,1,,
16075,White,2,32.5,3.1,SC,-1.31,0.701488095,0,,
16076,White,2,36,2.9,SC,-0.59,0.726190476,1,,
16077,Black,1,23.5,2.6,SC,-0.69,0.541369048,0,,
16078,White,1,32,2.9,MW,0.8,0.676190476,1,,
16079,Black,1,22,3.5,SC,-0.37,0.608333333,0,,
16080,Black,1,21,2.5,SC,-1.13,0.500595238,1,,
16081,White,1,33,3.7,SC,0.38,0.764880952,1,,
16082,Black,1,32.5,2.5,SC,-1.24,0.644345238,0,,
16083,Mexican,1,29,2.9,SC,-0.82,0.638690476,0,,
16085,White,2,35,2.7,MW,0.32,0.694642857,1,,
16086,Black,1,25,2.4,MS,-0.33,0.541071429,0,,
16088,White,2,31.3,2.9,SC,0.03,0.667440476,1,,
16089,White,2,29.7,3.1,SC,-1.17,0.666488095,0,,
16090,White,2,30,2.8,SC,-0.33,0.641666667,1,,
16091,White,1,33.5,2.9,SC,0,0.694940476,1,,
16092,White,1,33,3,SC,0.32,0.698214286,1,,
16093,White,2,27,3.4,SC,1.55,0.661309524,1,,
16094,Hispanic,1,23,2.8,SE,-1.77,0.554166667,0,,
16096,White,1,36,2.9,SC,-0.44,0.726190476,1,,
16097,White,2,23,3.6,SC,-1.42,0.630357143,0,,
16098,White,2,30.7,3,SC,-0.15,0.669464286,0,,
16099,White,2,28.5,3.6,SC,0,0.699107143,1,,
16100,White,2,26,2.5,MS,-0.69,0.563095238,1,,
16101,White,1,33,4,SC,-0.11,0.793452381,1,,
16103,White,1,31,3.4,NW,-1.27,0.711309524,1,,
16104,White,2,31,3.5,SC,1.16,0.720833333,1,,
16105,White,1,45,3.3,SC,1.34,0.876785714,1,,
16106,Black,1,23.5,2.6,SC,-1.16,0.541369048,1,,
16108,White,1,30,3.4,SC,1.56,0.698809524,1,,
16109,Other,2,33,2.8,SC,-0.12,0.679166667,1,,
16110,White,2,38,2.6,SC,-0.33,0.722619048,0,,
16111,White,2,29.5,2.9,SC,-0.55,0.644940476,1,,
16112,White,1,32,3.3,SC,0.9,0.714285714,1,,
16113,White,2,34,2.8,SC,1.92,0.691666667,1,,
16114,Black,1,22,2.8,SC,-0.05,0.541666667,1,,
16115,Other,1,25.5,3,SC,-0.91,0.604464286,1,,
16116,White,1,32,3.9,SC,1.31,0.771428571,1,,
16117,White,1,40,3.9,NE,0.83,0.871428571,1,,
16118,White,1,24.5,2.4,SC,-0.71,0.534821429,1,,
16119,White,1,36,3.4,MS,1.45,0.773809524,1,,
16120,White,1,31,3.2,NE,-1.2,0.692261905,1,,
16121,Hispanic,2,27,3,SC,-0.94,0.623214286,1,,
16122,White,2,32,3.1,SC,0.36,0.695238095,0,,
16123,White,2,31,3,SE,0.87,0.673214286,1,,
16124,White,1,33,3.4,SC,-0.15,0.736309524,1,,
16125,White,1,32,2.9,SC,0.11,0.676190476,1,,
16126,White,2,33,2.9,SC,0.07,0.688690476,1,,
16128,White,1,32,3.1,SC,-0.97,0.695238095,0,,
16131,White,1,28.3,3.3,SC,1.02,0.668035714,1,,
16132,White,1,38,3.5,SC,2.36,0.808333333,1,,
16133,White,2,27.5,2.9,SC,-0.33,0.619940476,1,,
16134,White,2,31,3,SC,0.4,0.673214286,0,,
16135,White,1,32.5,3,SC,1.49,0.691964286,1,,
16136,White,2,27.3,3.2,SC,1.09,0.646011905,1,,
16137,Black,1,24,2.8,SC,-1.1,0.566666667,0,,
16138,White,1,32,3,SE,-0.51,0.685714286,1,,
16139,Black,1,28,3.8,SC,-1.46,0.711904762,0,,
16140,White,1,40,2.6,SC,1.22,0.747619048,1,,
16141,White,2,32,2.7,SE,1.16,0.657142857,1,,
16144,White,1,32.5,3.1,SC,0.47,0.701488095,1,,
16145,White,1,35,3,SC,0.22,0.723214286,1,,
16147,White,1,39,2.9,SE,0.8,0.763690476,1,,
16149,White,2,31,3.2,SC,0.9,0.692261905,1,,
16150,White,1,40,3.4,SC,1.34,0.823809524,1,,
16152,White,2,32,3,MS,-0.33,0.685714286,0,,
16153,White,1,35,3.9,SC,1.55,0.808928571,1,,
16159,White,2,42,3.1,FW,-0.2,0.820238095,1,,
16160,White,2,42,2.9,NE,-0.24,0.801190476,1,,
16161,White,1,39,3.6,NE,1.22,0.830357143,1,,
16162,Mexican,1,25,3.5,Mt,0,0.645833333,1,,
16164,White,2,39,3.4,NE,-0.17,0.811309524,1,,
16165,White,1,43,3.8,NG,1.01,0.899404762,1,,
16167,White,1,35,3.4,NE,0.3,0.761309524,1,,
16168,White,1,35.5,3.4,Mt,-1.15,0.767559524,1,,
16169,White,2,40,3.3,NG,0.94,0.814285714,1,,
16173,Black,1,33,2.8,Mt,-0.28,0.679166667,1,,
16174,Mexican,2,33,2.8,Mt,-0.38,0.679166667,1,,
16176,Mexican,2,32,2.9,Mt,-1.68,0.676190476,0,,
16177,Black,2,30,2.7,Mt,-1.07,0.632142857,0,,
16178,Mexican,2,33,3.4,Mt,-0.49,0.736309524,1,,
16179,Hispanic,1,30,2.9,Mt,-1.16,0.651190476,1,,
16180,Mexican,1,29.7,3.1,Mt,-0.85,0.666488095,1,,
16181,Hispanic,1,31,3.2,Mt,-1.26,0.692261905,1,,
16182,White,1,39,3.7,Mt,-1.32,0.839880952,1,,
16184,Amerindian,2,31,2.6,Mt,-1.05,0.635119048,1,,
16185,Black,2,34,2.8,Mt,-1.15,0.691666667,1,,
16186,Mexican,1,32,2.8,Mt,-1.32,0.666666667,0,,
16189,Black,2,33,3,Mt,-1.72,0.698214286,0,,
16191,White,1,47,3.9,GL,0.22,0.958928571,1,,
16192,White,1,45,3.9,GL,1.81,0.933928571,1,,
16193,White,2,47,3.9,GL,0.79,0.958928571,1,,
16194,White,2,48,3.7,GL,-0.04,0.952380952,1,,
16195,White,1,45,3.7,GL,-0.43,0.914880952,1,,
16196,White,1,39.5,3.6,GL,-0.69,0.836607143,1,,
16197,White,2,44,3.9,GL,-1.08,0.921428571,1,,
16200,White,1,44,3.4,MS,0.88,0.873809524,1,,
16201,White,1,47,3.7,FW,1.39,0.939880952,1,,
16202,White,2,45,3.6,GL,0.45,0.905357143,1,,
16203,Asian,1,45,3.6,FW,0.37,0.905357143,1,,
16204,White,1,47,3.6,GL,-1.1,0.930357143,1,,
16206,White,1,42,3.7,GL,-0.43,0.877380952,1,,
16207,White,2,46,3.5,GL,-0.18,0.908333333,1,,
16208,White,2,47,3.6,GL,0.37,0.930357143,1,,
16209,White,1,47,3.4,NE,-0.33,0.911309524,1,,
16211,White,2,48,3.3,GL,0.95,0.914285714,1,,
16212,White,2,47,3.7,SC,-0.15,0.939880952,1,,
16213,Asian,2,47,3.6,NE,-0.93,0.930357143,1,,
16214,White,2,44,3.9,GL,-1.01,0.921428571,1,,
16215,White,2,44,4,GL,0.56,0.930952381,1,,
16216,Hispanic,1,39,3.3,Mt,-1.53,0.801785714,0,,
16217,White,2,48,3.4,NE,0.83,0.923809524,1,,
16218,White,1,45,3.8,GL,-2.08,0.924404762,1,,
16219,White,2,46,3.7,GL,2.64,0.927380952,1,,
16220,Puertorican,2,39.5,3.3,MS,-1.62,0.808035714,1,,
16221,White,2,46,3.1,NE,1,0.870238095,1,,
16222,White,2,47,3.9,GL,-0.83,0.958928571,1,,
16223,White,1,48,3.4,FW,1.38,0.923809524,1,,
16224,White,2,47,3.6,GL,1.15,0.930357143,1,,
16225,White,1,45,3.9,GL,0.05,0.933928571,1,,
16226,White,2,48,3.8,GL,-0.89,0.961904762,1,,
16227,White,1,46,3.6,NG,-0.07,0.917857143,1,,
16229,White,2,48,3.7,FW,1.77,0.952380952,1,,
16231,White,2,47,3.4,NE,1.31,0.911309524,1,,
16233,White,2,47,3.7,GL,-0.28,0.939880952,1,,
16234,White,2,43,3.9,FW,0.44,0.908928571,1,,
16236,Asian,2,45,3.1,NE,-0.51,0.857738095,1,,
16237,White,2,44,3.6,NE,-0.67,0.892857143,1,,
16238,White,1,45,3.4,FW,0.66,0.886309524,1,,
16240,White,2,47,4,GL,-0.78,0.968452381,1,,
16241,White,1,46,3.3,GL,-0.77,0.889285714,1,,
16242,White,1,44,3.3,GL,-1.55,0.864285714,1,,
16244,White,1,45,3.7,FW,-1.36,0.914880952,1,,
16245,White,1,44,3.9,GL,-0.88,0.921428571,1,,
16246,White,2,47,3.8,SC,0.25,0.949404762,1,,
16247,White,1,45,3.4,SC,0.14,0.886309524,1,,
16248,White,1,42,3.6,GL,-1.62,0.867857143,1,,
16250,White,1,45,3.9,NE,-0.66,0.933928571,1,,
16251,White,1,47,3.6,NE,0.98,0.930357143,1,,
16252,White,1,40.5,4,SC,-0.68,0.887202381,1,,
16253,White,2,47,3.6,FW,0.75,0.930357143,1,,
16254,White,2,44,3.8,FW,0.39,0.911904762,1,,
16255,White,2,46,3.3,MS,0.42,0.889285714,1,,
16256,White,1,48,3.2,GL,0.21,0.904761905,1,,
16257,White,2,45,3.8,GL,0.11,0.924404762,1,,
16259,Asian,1,45,3.6,GL,-0.06,0.905357143,1,,
16260,Hispanic,1,48,3,GL,0.55,0.885714286,1,,
16261,White,1,45,3.1,GL,0.92,0.857738095,1,,
16263,White,2,47,3.5,GL,0.47,0.920833333,1,,
16264,White,2,48,3.4,NE,0.29,0.923809524,1,,
16265,White,2,47,3.7,SE,-0.32,0.939880952,1,,
16266,White,1,46,3.9,FW,1.76,0.946428571,1,,
16267,White,2,48,3.6,NE,1.16,0.942857143,1,,
16268,Asian,2,46,3.9,GL,-0.97,0.946428571,1,,
16270,White,1,44,3.6,NE,-0.64,0.892857143,1,,
16273,White,2,48,3.8,NE,-0.03,0.961904762,1,,
16274,White,1,47,3.9,SC,1.39,0.958928571,1,,
16275,Black,1,41,2.6,NE,-0.06,0.760119048,1,,
16276,White,2,46,3.7,MS,1.41,0.927380952,1,,
16277,Black,1,40,2.9,GL,-2.44,0.776190476,1,,
16278,White,1,48,3.7,NE,0.26,0.952380952,1,,
16280,White,2,48,3.7,GL,-0.14,0.952380952,1,,
16281,White,2,46,3.8,GL,1.55,0.936904762,1,,
16282,White,2,43,3.6,GL,0.63,0.880357143,1,,
16283,White,2,46,3.5,NE,-1.33,0.908333333,1,,
16284,White,2,46,3.6,GL,-1.27,0.917857143,1,,
16285,Other,2,48,3.9,GL,1.89,0.971428571,1,,
16287,White,1,47,3.9,MS,0.52,0.958928571,1,,
16288,Black,2,43,3,GL,-0.92,0.823214286,1,,
16289,White,1,41,3.6,NE,-0.84,0.855357143,1,,
16290,White,2,47,3.5,NE,0.27,0.920833333,1,,
16291,White,1,42,3.7,GL,0.51,0.877380952,1,,
16292,White,2,45,4,MW,1.4,0.943452381,1,,
16293,White,1,48,3.7,NE,1.09,0.952380952,1,,
16294,Asian,1,45,3.7,NG,0.82,0.914880952,1,,
16295,White,1,46,3.7,FW,0.56,0.927380952,1,,
16296,Black,2,40,3.5,MW,-0.81,0.833333333,1,,
16297,White,2,46,3.5,GL,0.35,0.908333333,1,,
16298,White,2,47,3.6,GL,-0.89,0.930357143,1,,
16299,White,1,45,4,GL,-0.49,0.943452381,1,,
16300,White,2,44,4.1,NE,1.03,0.94047619,1,,
16301,White,1,46,3.6,NE,-0.14,0.917857143,1,,
16302,White,1,47,3.7,GL,0.1,0.939880952,1,,
16303,White,1,47,3.7,NG,0.83,0.939880952,1,,
16304,Black,2,39,3.4,GL,-1.79,0.811309524,1,,
16305,White,1,47,3.9,NE,0.01,0.958928571,1,,
16306,White,1,42,3.8,MW,-0.48,0.886904762,1,,
16307,White,2,47,2.8,GL,0.29,0.854166667,1,,
16308,White,2,47,3.8,SC,0.5,0.949404762,1,,
16309,White,2,44,3.4,NG,1.09,0.873809524,1,,
16310,Black,2,33,3.7,SE,-3.21,0.764880952,0,,
16311,White,2,46,3.9,FW,1.04,0.946428571,1,,
16312,White,2,47,3.6,NE,0.62,0.930357143,1,,
16313,White,1,45,3.6,GL,-0.57,0.905357143,1,,
16314,White,2,41,3.7,GL,0.15,0.864880952,1,,
16316,White,1,45,3.5,GL,-0.96,0.895833333,1,,
16317,White,2,46,3.7,GL,-0.16,0.927380952,1,,
16318,White,1,46,3.1,GL,-0.55,0.870238095,1,,
16319,White,2,46,3.5,GL,-1.43,0.908333333,1,,
16320,White,2,44,3.6,FW,0.82,0.892857143,1,,
16321,White,1,45,3.6,FW,0.49,0.905357143,1,,
16322,White,2,45,3.9,NE,-0.78,0.933928571,1,,
16323,White,1,44,3.6,FW,0.42,0.892857143,1,,
16324,White,2,44,3.9,GL,1.07,0.921428571,1,,
16325,White,2,44,4,GL,0.42,0.930952381,1,,
16327,Black,1,41,3.2,NE,1,0.817261905,1,,
16328,White,1,46,3.7,GL,-0.98,0.927380952,1,,
16329,Black,1,31,3.6,MW,-0.83,0.730357143,1,,
16330,Black,2,42,3,GL,-2.25,0.810714286,1,,
16331,White,1,43,3,MS,-0.59,0.823214286,0,,
16332,White,2,43,3.9,GL,-0.01,0.908928571,1,,
16333,Black,1,42,2.8,NE,0.02,0.791666667,1,,
16334,White,1,44,3.7,GL,0.58,0.902380952,1,,
16335,Hispanic,2,43,3.5,GL,0.52,0.870833333,1,,
16336,White,2,47,3.5,FW,-1.3,0.920833333,0,,
16337,Black,2,38,3,GL,0.04,0.760714286,1,,
16338,White,2,44,3.8,FW,0.37,0.911904762,1,,
16339,White,2,46,3.8,FW,1.02,0.936904762,1,,
16340,Black,1,38,3.7,GL,-1.44,0.827380952,1,,
16341,White,2,47,3.6,GL,-0.25,0.930357143,1,,
16343,White,1,29,3.3,NE,-0.44,0.676785714,1,,
16345,Other,2,35,2.9,NG,0.85,0.713690476,1,,
16346,White,2,37,3.5,NE,0.92,0.795833333,1,,
16347,White,2,33,3.5,NG,-0.24,0.745833333,1,,
16348,White,2,33,2.9,MS,1.09,0.688690476,1,,
16350,White,2,36,3.6,NG,1.95,0.792857143,1,,
16351,White,2,45,3.8,NE,-0.29,0.924404762,1,,
16352,White,2,42,2.2,NG,-1.03,0.73452381,1,,
16356,White,1,42,3.3,GL,0.92,0.839285714,1,,
16357,White,2,45,3,GL,0.64,0.848214286,1,,
16360,White,1,42,3.1,NE,-0.66,0.820238095,1,,
16361,White,1,30.5,3.5,GL,0.73,0.714583333,1,,
16362,White,2,42,3.4,FW,0.24,0.848809524,1,,
16403,White,1,45,3.4,NW,0.17,0.886309524,1,,
16427,White,1,42,3.4,Mt,-0.79,0.848809524,1,,
16429,White,2,44,3.4,NW,-0.1,0.873809524,1,,
16430,Black,1,36,2.7,MS,-1.17,0.707142857,0,,
16444,White,2,43.5,3.5,NE,0.74,0.877083333,1,,
16451,Asian,2,32.5,3.1,FW,-1.36,0.701488095,0,,
16452,White,2,40,3.7,NW,-0.05,0.852380952,1,,
16455,White,2,48,3.3,FW,0.97,0.914285714,1,,
16460,White,2,40,3.8,NE,0.65,0.861904762,1,,
16462,White,2,42,3.3,FW,-0.52,0.839285714,1,,
16469,White,2,41,3.2,FW,-1.17,0.817261905,0,,
16479,White,2,45,3.4,Mt,0.83,0.886309524,1,,
16480,Asian,1,35,3.2,FW,-1.25,0.742261905,1,,
16522,White,2,37,3.6,MS,0.63,0.805357143,1,,
16523,White,2,36,2.5,MW,-0.59,0.688095238,1,,
16524,White,2,28,3.1,GL,-0.44,0.645238095,1,,
16525,White,2,38,4,MW,0.61,0.855952381,1,,
16527,Puertorican,2,32,1.9,MS,-1.9,0.580952381,0,,
16529,White,1,44,4,MW,1.62,0.930952381,1,,
16530,Hispanic,2,29,3,MS,-0.11,0.648214286,1,,
16531,Amerindian,2,26,3.4,FW,-0.99,0.648809524,0,,
16532,Amerindian,2,24,2.6,SC,-0.8,0.547619048,0,,
16533,White,1,40,3.5,GL,2.34,0.833333333,1,,
16534,White,2,38,3.8,MW,0.45,0.836904762,1,,
16535,White,2,40,3.7,Mt,0.85,0.852380952,1,,
16536,White,2,42,3,MW,1.46,0.810714286,1,,
16538,White,2,42,3.7,GL,1.34,0.877380952,1,,
16539,White,1,38,3.8,MW,0.54,0.836904762,1,,
16540,White,2,38,3.5,NE,-0.33,0.808333333,1,,
16541,White,2,42,3.2,MW,-0.52,0.829761905,0,,
16542,White,2,44,3,MW,-0.05,0.835714286,1,,
16543,Black,2,19.3,3.2,GL,-1.65,0.546011905,1,,
16544,White,1,41,3.8,MW,0.48,0.874404762,1,,
16545,White,1,36,3.9,MW,0.86,0.821428571,1,,
16546,White,2,45,3.1,MW,1.3,0.857738095,1,,
16549,White,1,38,3.9,MW,0.81,0.846428571,1,,
16550,White,2,45,3.6,MW,0.98,0.905357143,1,,
16551,White,2,42,3.5,MW,0.24,0.858333333,1,,
16552,White,2,38,3.8,MW,1.6,0.836904762,1,,
16553,White,2,39,3.8,FW,0.15,0.849404762,1,,
16555,White,2,46,2.9,FW,0.46,0.851190476,1,,
16558,White,1,35,3.9,MW,0.32,0.808928571,1,,
16559,White,1,46,3.3,MW,-0.12,0.889285714,1,,
16560,White,1,38,3.6,FW,-0.05,0.817857143,1,,
16562,White,2,35,3.9,MW,0.8,0.808928571,1,,
16563,White,2,40,3.9,MW,0.91,0.871428571,1,,
16564,White,1,41,4.2,MW,0.85,0.9125,1,,
16565,White,1,41,3.4,MW,1.02,0.836309524,1,,
16566,White,2,42,4,MW,-0.29,0.905952381,1,,
16567,Black,2,39,2.4,GL,-0.06,0.716071429,1,,
16568,Black,1,27,2.9,GL,-1.95,0.613690476,1,,
16569,Asian,1,33.5,3.5,GL,-0.44,0.752083333,1,,
16570,White,1,36,3.9,MW,0.92,0.821428571,1,,
16572,White,2,38,3.8,GL,1.52,0.836904762,1,,
16573,White,1,44,3.7,MW,1.02,0.902380952,1,,
16574,White,1,43,3.3,GL,0.44,0.851785714,1,,
16575,Black,2,22,2.5,MW,-1.54,0.513095238,0,,
16576,White,1,46,3.3,MW,1.27,0.889285714,1,,
16577,Mexican,2,26,2.7,MW,-2.17,0.582142857,0,,
16578,White,2,42,3.2,MW,-0.28,0.829761905,1,,
16579,White,2,36,3.7,MW,-0.02,0.802380952,1,,
16582,White,2,39,3.3,MW,-0.6,0.801785714,1,,
16583,White,2,38,3.6,MW,-0.21,0.817857143,1,,
16584,Black,1,27,3.4,GL,-1.39,0.661309524,1,,
16586,White,2,40,3.7,FW,1.23,0.852380952,1,,
16587,Black,1,28,3.7,SE,-1.8,0.702380952,1,,
16588,White,2,38,3.3,MW,-1.02,0.789285714,1,,
16589,White,1,36,3.9,MW,-0.63,0.821428571,0,,
16590,White,2,43,3.5,GL,1.07,0.870833333,1,,
16591,White,1,36,3.8,MW,-0.34,0.811904762,1,,
16592,White,1,39,3.6,MW,0.96,0.830357143,1,,
16593,White,2,41,4,GL,2.02,0.893452381,1,,
16594,White,2,44,3.3,MW,-0.06,0.864285714,1,,
16597,White,1,41,2.8,FW,-0.24,0.779166667,1,,
16598,White,2,39,3.5,GL,1.44,0.820833333,1,,
16599,White,2,40,3.4,NE,0.1,0.823809524,1,,
16600,White,2,38,3.9,MW,-0.16,0.846428571,1,,
16601,White,2,37,3.8,MW,0.06,0.824404762,1,,
16602,White,2,37,3.7,MW,0.41,0.814880952,1,,
16603,White,2,40,3.6,MW,0.61,0.842857143,1,,
16604,White,1,40,3.9,MW,0.13,0.871428571,1,,
16605,White,2,38,3.9,GL,1.63,0.846428571,1,,
16607,White,1,43,3.4,GL,-0.04,0.861309524,1,,
16608,Black,1,35,2.9,GL,-0.02,0.713690476,1,,
16609,White,2,37,4,MW,-0.25,0.843452381,1,,
16611,White,2,40,3.9,MW,1.02,0.871428571,1,,
16612,Black,1,25,2.9,GL,-1.11,0.588690476,1,,
16613,White,1,45,4,GL,1.95,0.943452381,1,,
16614,White,2,44,3.4,MW,-0.5,0.873809524,1,,
16615,White,1,41,3.4,MW,-0.35,0.836309524,1,,
16616,White,1,39,3.5,MW,-1.03,0.820833333,0,,
16617,White,2,40,3.4,Mt,0.05,0.823809524,1,,
16618,White,2,41,3.3,GL,1.18,0.826785714,1,,
16619,White,1,38,3.7,Mt,-0.28,0.827380952,1,,
16620,White,1,28,3.7,MW,-1.28,0.702380952,0,,
16621,Asian,2,38,2.9,MW,-0.58,0.751190476,0,,
16623,Black,1,34,2.9,GL,-1.62,0.701190476,1,,
16624,White,2,39,3.7,GL,0.37,0.839880952,1,,
16625,White,2,42,3.8,GL,-0.69,0.886904762,1,,
16626,White,2,34,3.6,MW,-0.42,0.767857143,1,,
16627,Mexican,1,40,3.5,MW,-0.22,0.833333333,1,,
16628,White,1,45,3.8,MW,-0.86,0.924404762,0,,
16629,White,2,41,3.3,MW,-0.19,0.826785714,1,,
16630,White,1,37.5,4,GL,0.61,0.849702381,1,,
16631,White,1,41,3.9,MW,0.46,0.883928571,1,,
16632,White,1,40,3.4,MW,0.88,0.823809524,1,,
16633,Black,2,34,2.3,MW,-0.54,0.644047619,0,,
16634,Asian,1,34,3.3,GL,-0.76,0.739285714,1,,
16635,Black,2,31.5,2.6,GL,-0.75,0.641369048,0,,
16637,Other,1,40,3.1,MS,-1.31,0.795238095,0,,
16639,White,1,40,3.8,MW,-0.02,0.861904762,1,,
16642,White,1,41,3.6,GL,0.32,0.855357143,1,,
16643,White,1,42,3.7,MW,1.29,0.877380952,1,,
16644,White,1,43,3.8,GL,1.15,0.899404762,1,,
16645,White,1,37,3.6,MW,-0.21,0.805357143,1,,
16648,Mexican,1,26.5,3,GL,-1.54,0.616964286,1,,
16649,Mexican,1,32,2.7,MW,-1.04,0.657142857,0,,
16650,White,2,44,3.8,Mt,1.9,0.911904762,1,,
16651,White,2,42,3.8,MW,0.91,0.886904762,1,,
16652,White,1,46,3.8,MW,1.33,0.936904762,1,,
16653,White,1,41,4,MW,0.13,0.893452381,1,,
16654,White,1,40,3.4,MW,0.09,0.823809524,1,,
16655,White,1,38,3.8,MW,0.39,0.836904762,1,,
16658,White,1,41,3.9,MW,0.46,0.883928571,1,,
16660,Black,2,34,2,MW,-1.22,0.61547619,1,,
16661,White,2,42,3.1,GL,-0.56,0.820238095,1,,
16662,White,2,39,3.6,MW,-0.69,0.830357143,1,,
16663,White,2,43,3.6,MW,-0.28,0.880357143,1,,
16664,White,1,32.5,3.8,MW,-0.16,0.768154762,1,,
16666,Black,1,34,2.7,GL,-1.47,0.682142857,1,,
16667,White,2,42,3.6,NE,0.87,0.867857143,1,,
16669,White,2,44,3.7,MW,0.94,0.902380952,1,,
16670,White,1,37,3.8,GL,-0.52,0.824404762,1,,
16671,White,1,39,3.6,MW,0,0.830357143,1,,
16672,White,2,42,3.4,MW,-0.97,0.848809524,0,,
16673,White,2,46,3.3,Mt,0.24,0.889285714,1,,
16674,White,2,33,3.5,MW,0.35,0.745833333,1,,
16675,White,1,42,3.6,MW,0.94,0.867857143,1,,
16676,White,1,40,3.2,NG,-1.23,0.804761905,1,,
16677,White,2,42,3,SC,0.78,0.810714286,1,,
16679,White,2,31,2.1,MW,-0.66,0.5875,1,,
16681,White,2,43,3.6,MW,0.95,0.880357143,1,,
16683,White,2,34,3.6,MW,-0.07,0.767857143,1,,
16684,White,2,36,3.7,SC,-0.34,0.802380952,1,,
16686,White,1,36,3.4,MW,-0.09,0.773809524,1,,
16687,White,1,39,4,MW,0.82,0.868452381,1,,
16688,White,1,30,2.7,GL,0.22,0.632142857,1,,
16691,White,2,39,3.5,MW,-0.04,0.820833333,1,,
16693,White,1,44,3.3,FW,0.34,0.864285714,1,,
16694,White,2,42,3.5,MW,0.85,0.858333333,1,,
16695,Black,2,35,3,GL,-0.85,0.723214286,1,,
16697,White,2,41,4,MW,1.64,0.893452381,1,,
16699,Mexican,2,22,2.9,MW,-1.31,0.551190476,0,,
16700,White,1,36,3.9,MW,0.19,0.821428571,0,,
16701,White,1,37,3.9,MW,1.91,0.833928571,1,,
16702,White,2,42,3.9,NE,-0.49,0.896428571,1,,
16703,White,2,42.5,3.7,NE,1.02,0.883630952,1,,
16704,White,2,46,3.5,NE,-0.39,0.908333333,1,,
16705,White,2,40,3.5,NE,-1.57,0.833333333,1,,
16706,White,2,41,3.5,NG,1,0.845833333,1,,
16707,Asian,2,36,3.9,NE,-0.08,0.821428571,1,,
16708,White,2,39.5,3.3,NE,1.02,0.808035714,1,,
16709,Amerindian,2,41,3,NE,0.42,0.798214286,1,,
16710,White,1,40,3.4,NE,0.85,0.823809524,1,,
16711,White,2,46,3.2,NE,0.83,0.879761905,1,,
16712,White,2,48,2.9,NG,1.26,0.876190476,1,,
